Prénom;Sexe;Année de naissance;Occurence
MARIN;GARCON;2019;27.0
MAXENCE;GARCON;2019;27.0
MARCEL;GARCON;2019;17.0
GUSTAVE;GARCON;2019;14.0
ANTOINE;GARCON;2019;11.0
CHARLES;GARCON;2019;11.0
ROMÉO;GARCON;2019;11.0
YOUNES;GARCON;2019;10.0
ALI;GARCON;2019;9.0
IMRAN;GARCON;2019;8.0
HECTOR;GARCON;2019;7.0
AÏDEN;GARCON;2019;6.0
YASSINE;GARCON;2019;6.0
JULIETTE;FILLE;2018;45.0
INÈS;FILLE;2018;32.0
AMBRE;FILLE;2018;20.0
COLINE;FILLE;2018;13.0
FATIMA;FILLE;2018;10.0
CHARLIE;FILLE;2018;8.0
ILYANA;FILLE;2018;7.0
LISON;FILLE;2018;7.0
MAÏWENN;FILLE;2018;7.0
THELMA;FILLE;2018;7.0
CANDICE;FILLE;2018;6.0
CÉLIA;FILLE;2018;6.0
HANNA;FILLE;2018;6.0
KADIATOU;FILLE;2018;6.0
MAXINE;FILLE;2018;6.0
MYA;FILLE;2018;6.0
ROSALIE;FILLE;2018;6.0
AUGUSTIN;GARCON;2018;38.0
LIAM;GARCON;2018;36.0
MALO;GARCON;2018;28.0
AARON;GARCON;2018;22.0
PABLO;GARCON;2018;21.0
THOMAS;GARCON;2018;17.0
LENNY;GARCON;2018;16.0
AMIR;GARCON;2018;15.0
YANIS;GARCON;2018;15.0
EWEN;GARCON;2018;14.0
TIMOTHÉE;GARCON;2018;14.0
ABEL;GARCON;2018;13.0
MILO;GARCON;2018;13.0
NOAM;GARCON;2018;13.0
AUGUSTE;GARCON;2018;11.0
ENZO;GARCON;2018;10.0
ESTEBAN;GARCON;2018;10.0
AYDEN;GARCON;2018;9.0
AMAURY;GARCON;2018;7.0
HENRI;GARCON;2018;7.0
EVAN;GARCON;2018;6.0
SOAN;GARCON;2018;6.0
TAO;GARCON;2018;6.0
LOUISE;FILLE;2017;64.0
ALICE;FILLE;2017;54.0
EMMA;FILLE;2017;50.0
ZOÉ;FILLE;2017;41.0
MILA;FILLE;2017;32.0
IRIS;FILLE;2017;23.0
EVA;FILLE;2017;15.0
ANAÉ;FILLE;2017;10.0
ELENA;FILLE;2017;10.0
ELISE;FILLE;2017;9.0
LILY;FILLE;2017;9.0
MAËLLE;FILLE;2017;9.0
ELISA;FILLE;2017;7.0
LOUNA;FILLE;2017;7.0
ALMA;FILLE;2017;6.0
CHARLINE;FILLE;2017;6.0
NAËLLE;FILLE;2017;6.0
VICTOR;GARCON;2017;31.0
TOM;GARCON;2017;28.0
OSCAR;GARCON;2017;24.0
AARON;GARCON;2017;20.0
MAXIME;GARCON;2017;18.0
DAVID;GARCON;2017;14.0
MILO;GARCON;2017;14.0
YANIS;GARCON;2017;14.0
ALEXIS;GARCON;2017;13.0
NOA;GARCON;2017;10.0
AYOUB;GARCON;2017;8.0
MALONE;GARCON;2017;7.0
NICOLAS;GARCON;2017;7.0
DANIEL;GARCON;2017;6.0
ELIE;GARCON;2017;6.0
JADE;FILLE;2016;40.0
LÉA;FILLE;2016;40.0
ANNA;FILLE;2016;37.0
LOU;FILLE;2016;30.0
CHARLOTTE;FILLE;2016;25.0
LYA;FILLE;2016;15.0
GABRIELLE;FILLE;2016;10.0
LILY;FILLE;2016;10.0
LOUISON;FILLE;2016;9.0
ALYA;FILLE;2016;8.0
CÉLESTE;FILLE;2016;8.0
MARIE;FILLE;2016;8.0
VICTORIA;FILLE;2016;8.0
ALBANE;FILLE;2016;7.0
INAYA;FILLE;2016;7.0
LÉANE;FILLE;2016;7.0
LYNA;FILLE;2016;7.0
ALYSSA;FILLE;2016;6.0
LYLOU;FILLE;2016;6.0
SARA;FILLE;2016;6.0
RAPHAËL;GARCON;2016;76.0
HUGO;GARCON;2016;48.0
ETHAN;GARCON;2016;29.0
FÉLIX;GARCON;2016;17.0
JEAN;GARCON;2016;15.0
SAMUEL;GARCON;2016;15.0
ÉMILE;GARCON;2016;11.0
LORENZO;GARCON;2016;10.0
RUBEN;GARCON;2016;10.0
LÉOPOLD;GARCON;2016;8.0
LINO;GARCON;2016;8.0
LOÏC;GARCON;2016;7.0
BENJAMIN;GARCON;2016;6.0
CHLOÉ;FILLE;2015;45.0
ROMANE;FILLE;2015;36.0
LOLA;FILLE;2015;31.0
LILOU;FILLE;2015;19.0
LISA;FILLE;2015;17.0
ALIX;FILLE;2015;16.0
CLARA;FILLE;2015;14.0
NORA;FILLE;2015;11.0
COLINE;FILLE;2015;10.0
ELSA;FILLE;2015;10.0
FLEUR;FILLE;2015;7.0
CLÉO;FILLE;2015;6.0
ELOÏSE;FILLE;2015;6.0
LILA;FILLE;2015;6.0
YAËLLE;FILLE;2015;6.0
HUGO;GARCON;2015;52.0
CLÉMENT;GARCON;2015;38.0
MALO;GARCON;2015;38.0
MAËL;GARCON;2015;37.0
ANTOINE;GARCON;2015;33.0
LIAM;GARCON;2015;33.0
MATHÉO;GARCON;2015;19.0
TIAGO;GARCON;2015;17.0
LOUKA;GARCON;2015;11.0
ILYES;GARCON;2015;10.0
THIBAULT;GARCON;2015;10.0
SOAN;GARCON;2015;8.0
YANN;GARCON;2015;8.0
AHMED;GARCON;2015;7.0
ALBAN;GARCON;2015;6.0
HIPPOLYTE;GARCON;2015;6.0
MANON;FILLE;2014;51.0
ROSE;FILLE;2014;45.0
CHLOÉ;FILLE;2014;35.0
CHARLOTTE;FILLE;2014;28.0
JULIA;FILLE;2014;22.0
LINA;FILLE;2014;20.0
SALOMÉ;FILLE;2014;18.0
NORA;FILLE;2014;14.0
SUZANNE;FILLE;2014;14.0
CÉLIA;FILLE;2014;13.0
JULIE;FILLE;2014;13.0
AMBRE;FILLE;2014;12.0
GABRIELLE;FILLE;2014;12.0
ROXANE;FILLE;2014;12.0
MAYA;FILLE;2014;10.0
LISON;FILLE;2014;9.0
THAÏS;FILLE;2014;9.0
MÉLISSA;FILLE;2014;8.0
VIOLETTE;FILLE;2014;8.0
VICTOIRE;FILLE;2014;7.0
GABRIEL;GARCON;2014;61.0
CLÉMENT;GARCON;2014;49.0
SIMON;GARCON;2014;41.0
MARIUS;GARCON;2014;30.0
NOÉ;GARCON;2014;29.0
ENZO;GARCON;2014;21.0
NAËL;GARCON;2014;19.0
EVAN;GARCON;2014;18.0
ESTEBAN;GARCON;2014;14.0
JEAN;GARCON;2014;14.0
ISAAC;GARCON;2014;10.0
ANATOLE;GARCON;2014;9.0
KAÏS;GARCON;2014;8.0
ULYSSE;GARCON;2014;7.0
MANOÉ;GARCON;2014;6.0
JEANNE;FILLE;2013;35.0
SARAH;FILLE;2013;25.0
MARGAUX;FILLE;2013;23.0
LISA;FILLE;2013;17.0
FAUSTINE;FILLE;2013;16.0
ZÉLIE;FILLE;2013;16.0
GABRIELLE;FILLE;2013;13.0
MARION;FILLE;2013;12.0
CLÉA;FILLE;2013;10.0
VALENTINE;FILLE;2013;10.0
BLANCHE;FILLE;2013;9.0
BERTILLE;FILLE;2013;8.0
AMANDINE;FILLE;2013;7.0
TESS;FILLE;2013;7.0
VICTOIRE;FILLE;2013;7.0
ÉLINA;FILLE;2013;6.0
JULES;GARCON;2013;59.0
LOUIS;GARCON;2013;57.0
GABIN;GARCON;2013;47.0
LIAM;GARCON;2013;34.0
NOÉ;GARCON;2013;28.0
TIMÉO;GARCON;2013;25.0
MAXIME;GARCON;2013;23.0
MOHAMED;GARCON;2013;20.0
ANATOLE;GARCON;2013;13.0
CAMILLE;GARCON;2013;12.0
ISAAC;GARCON;2013;11.0
AMAURY;GARCON;2013;10.0
BASTIEN;GARCON;2013;10.0
BENJAMIN;GARCON;2013;9.0
ANIS;GARCON;2013;8.0
GRÉGOIRE;GARCON;2013;8.0
OWEN;GARCON;2013;8.0
DAVID;GARCON;2013;7.0
RAFAËL;GARCON;2013;7.0
LÉA;FILLE;2012;45.0
LOLA;FILLE;2012;34.0
LISE;FILLE;2012;21.0
NORAH;FILLE;2012;16.0
HÉLOÏSE;FILLE;2012;12.0
LEÏLA;FILLE;2012;12.0
VALENTINE;FILLE;2012;11.0
DIANE;FILLE;2012;9.0
ALEXIA;FILLE;2012;7.0
IZIA;FILLE;2012;7.0
MALOU;FILLE;2012;7.0
SHAYNA;FILLE;2012;7.0
ALYA;FILLE;2012;6.0
ANGÈLE;FILLE;2012;6.0
ESTHER;FILLE;2012;6.0
MADELEINE;FILLE;2012;6.0
TIMÉO;GARCON;2012;49.0
YANIS;GARCON;2012;36.0
QUENTIN;GARCON;2012;18.0
TITOUAN;GARCON;2012;15.0
DIEGO;GARCON;2012;10.0
MATTÉO;GARCON;2012;10.0
NOLANN;GARCON;2012;9.0
LILIAN;GARCON;2012;8.0
TIMOTHÉ;GARCON;2012;8.0
EDOUARD;GARCON;2012;7.0
NATHANAËL;GARCON;2012;7.0
ARSÈNE;GARCON;2012;6.0
CHARLES;GARCON;2012;6.0
EMMA;FILLE;2011;65.0
LOUISE;FILLE;2011;61.0
SARAH;FILLE;2011;32.0
LOUNA;FILLE;2011;27.0
CLARA;FILLE;2011;22.0
MARGOT;FILLE;2011;22.0
LILY;FILLE;2011;21.0
AMBRE;FILLE;2011;18.0
ENORA;FILLE;2011;18.0
FAUSTINE;FILLE;2011;14.0
MARION;FILLE;2011;12.0
VICTORIA;FILLE;2011;11.0
CONSTANCE;FILLE;2011;10.0
JULIE;FILLE;2011;9.0
MAËVA;FILLE;2011;9.0
ELOÏSE;FILLE;2011;7.0
ASMA;FILLE;2011;6.0
MÉLINE;FILLE;2011;6.0
ROMY;FILLE;2011;6.0
ARTHUR;GARCON;2011;62.0
LÉO;GARCON;2011;42.0
SIMON;GARCON;2011;33.0
TOM;GARCON;2011;33.0
MARIUS;GARCON;2011;29.0
THÉO;GARCON;2011;29.0
ALEXANDRE;GARCON;2011;22.0
AUGUSTIN;GARCON;2011;16.0
SAMUEL;GARCON;2011;13.0
MAÉ;GARCON;2011;9.0
BENJAMIN;GARCON;2011;8.0
MARCEAU;GARCON;2011;7.0
NOLHAN;GARCON;2011;7.0
PABLO;GARCON;2011;7.0
RUBEN;GARCON;2011;7.0
TIMOTHÉ;GARCON;2011;7.0
JUSTIN;GARCON;2011;6.0
LENY;GARCON;2011;6.0
MANON;FILLE;2010;63.0
CAMILLE;FILLE;2010;51.0
ANAÏS;FILLE;2010;31.0
LOU;FILLE;2010;28.0
EVA;FILLE;2010;27.0
SALOMÉ;FILLE;2010;23.0
MATHILDE;FILLE;2010;21.0
APOLLINE;FILLE;2010;18.0
ZÉLIE;FILLE;2010;17.0
MAËLLE;FILLE;2010;13.0
ELOÏSE;FILLE;2010;12.0
NORA;FILLE;2010;10.0
INAYA;FILLE;2010;9.0
MÉLINA;FILLE;2010;9.0
CÉLIA;FILLE;2010;8.0
LÉANA;FILLE;2010;7.0
CHARLIE;FILLE;2010;6.0
MÉLISSA;FILLE;2010;6.0
JULES;GARCON;2010;61.0
LÉO;GARCON;2010;58.0
RAPHAËL;GARCON;2010;44.0
GABRIEL;GARCON;2010;43.0
MATHIS;GARCON;2010;33.0
ETHAN;GARCON;2010;32.0
EWEN;GARCON;2010;31.0
NOÉ;GARCON;2010;29.0
MAXENCE;GARCON;2010;24.0
ILAN;GARCON;2010;18.0
PIERRE;GARCON;2010;18.0
ROMAIN;GARCON;2010;15.0
LILIAN;GARCON;2010;14.0
MELVIN;GARCON;2010;10.0
ARMAND;GARCON;2010;9.0
JEAN;GARCON;2010;9.0
JOSHUA;GARCON;2010;9.0
LENY;GARCON;2010;8.0
MATTÉO;GARCON;2010;8.0
NAËL;GARCON;2010;8.0
LUCA;GARCON;2010;7.0
DAVID;GARCON;2010;6.0
GRÉGOIRE;GARCON;2010;6.0
LINO;GARCON;2010;6.0
JADE;FILLE;2009;48.0
PAULINE;FILLE;2009;19.0
MAËLLE;FILLE;2009;13.0
MAYA;FILLE;2009;10.0
MÉLINA;FILLE;2009;9.0
VICTOIRE;FILLE;2009;8.0
ANISSA;FILLE;2009;7.0
APOLLINE;FILLE;2009;7.0
CHARLINE;FILLE;2009;6.0
ELINA;FILLE;2009;6.0
MAËLIE;FILLE;2009;6.0
NORA;FILLE;2009;6.0
ROXANE;FILLE;2009;6.0
MAËL;GARCON;2009;33.0
MATHÉO;GARCON;2009;27.0
MATHYS;GARCON;2009;16.0
RAYAN;GARCON;2009;15.0
PIERRE;GARCON;2009;14.0
TIMOTHÉE;GARCON;2009;13.0
NOAM;GARCON;2009;12.0
LOAN;GARCON;2009;11.0
MATHIEU;GARCON;2009;9.0
NATHANAËL;GARCON;2009;8.0
DAVID;GARCON;2009;7.0
HIPPOLYTE;GARCON;2009;7.0
TEDDY;GARCON;2009;7.0
YAËL;GARCON;2009;7.0
JONAS;GARCON;2009;6.0
YASSINE;GARCON;2009;6.0
LOUISE;FILLE;2008;49.0
JEANNE;FILLE;2008;41.0
LOLA;FILLE;2008;37.0
CLÉMENCE;FILLE;2008;25.0
LUCIE;FILLE;2008;25.0
LISA;FILLE;2008;21.0
JUSTINE;FILLE;2008;19.0
AGATHE;FILLE;2008;18.0
MARION;FILLE;2008;15.0
ALIX;FILLE;2008;14.0
ALYSSA;FILLE;2008;14.0
ENORA;FILLE;2008;12.0
CÉLIA;FILLE;2008;9.0
VALENTINE;FILLE;2008;9.0
AMANDINE;FILLE;2008;8.0
CLÉA;FILLE;2008;8.0
LOUANN;FILLE;2008;8.0
MÉLINA;FILLE;2008;7.0
HORTENSE;FILLE;2008;6.0
MAÏLYS;FILLE;2008;6.0
TOM;GARCON;2008;43.0
NOAH;GARCON;2008;42.0
YANIS;GARCON;2008;30.0
ALEXIS;GARCON;2008;28.0
MATHÉO;GARCON;2008;24.0
MALO;GARCON;2008;21.0
JEAN;GARCON;2008;11.0
ELIAS;GARCON;2008;10.0
TIMOTHÉE;GARCON;2008;10.0
LUKA;GARCON;2008;8.0
AURÉLIEN;GARCON;2008;7.0
EVANN;GARCON;2008;6.0
LÉANDRE;GARCON;2008;6.0
SWANN;GARCON;2008;6.0
ROMANE;FILLE;2007;42.0
INÈS;FILLE;2007;34.0
ZOÉ;FILLE;2007;34.0
PAULINE;FILLE;2007;24.0
CÉLIA;FILLE;2007;17.0
LINA;FILLE;2007;14.0
APOLLINE;FILLE;2007;13.0
MARINE;FILLE;2007;12.0
ELOÏSE;FILLE;2007;10.0
ANGÈLE;FILLE;2007;9.0
YOUNA;FILLE;2007;9.0
ELINA;FILLE;2007;8.0
LISON;FILLE;2007;8.0
NINON;FILLE;2007;7.0
VICTORIA;FILLE;2007;7.0
ARWEN;FILLE;2007;6.0
ILONA;FILLE;2007;6.0
NOA;FILLE;2007;6.0
SOLÈNE;FILLE;2007;6.0
ENZO;GARCON;2007;63.0
NATHAN;GARCON;2007;62.0
TOM;GARCON;2007;41.0
ANTOINE;GARCON;2007;37.0
RAPHAËL;GARCON;2007;29.0
MAËL;GARCON;2007;28.0
SIMON;GARCON;2007;27.0
GABRIEL;GARCON;2007;24.0
GABIN;GARCON;2007;19.0
ADRIEN;GARCON;2007;17.0
ADAM;GARCON;2007;12.0
ANTONIN;GARCON;2007;11.0
NAËL;GARCON;2007;10.0
MILAN;GARCON;2007;8.0
EWAN;GARCON;2007;7.0
YANNIS;GARCON;2007;6.0
ROMANE;FILLE;2006;38.0
MARIE;FILLE;2006;30.0
MAËLYS;FILLE;2006;23.0
ELISE;FILLE;2006;18.0
NOÉMIE;FILLE;2006;18.0
MARGOT;FILLE;2006;17.0
LAURA;FILLE;2006;15.0
OCÉANE;FILLE;2006;15.0
EMILIE;FILLE;2006;14.0
LILA;FILLE;2006;13.0
MAYA;FILLE;2006;13.0
ADÈLE;FILLE;2006;12.0
CLÉMENTINE;FILLE;2006;12.0
MAÏWENN;FILLE;2006;11.0
ALIX;FILLE;2006;10.0
LÉANE;FILLE;2006;10.0
MARINE;FILLE;2006;9.0
CLARISSE;FILLE;2006;8.0
MÉLINA;FILLE;2006;8.0
LOU-ANN;FILLE;2006;6.0
LOUISA;FILLE;2006;6.0
TITOUAN;GARCON;2006;51.0
MAXIME;GARCON;2006;35.0
AXEL;GARCON;2006;34.0
GABRIEL;GARCON;2006;33.0
MATHÉO;GARCON;2006;30.0
THÉO;GARCON;2006;30.0
MAËL;GARCON;2006;23.0
ANGELO;GARCON;2006;9.0
JOHAN;GARCON;2006;9.0
ESTEBAN;GARCON;2006;8.0
JASON;GARCON;2006;8.0
MARIN;GARCON;2006;6.0
NAËL;GARCON;2006;6.0
EMMA;FILLE;2005;64.0
LILOU;FILLE;2005;35.0
EVA;FILLE;2005;31.0
JULIETTE;FILLE;2005;31.0
NOÉMIE;FILLE;2005;25.0
MAËLLE;FILLE;2005;22.0
CANDICE;FILLE;2005;19.0
CHARLOTTE;FILLE;2005;18.0
LOUNA;FILLE;2005;18.0
LILY;FILLE;2005;11.0
LINA;FILLE;2005;11.0
LUNA;FILLE;2005;11.0
SOLÈNE;FILLE;2005;10.0
ELSA;FILLE;2005;9.0
LOANE;FILLE;2005;9.0
SARA;FILLE;2005;8.0
THAÏS;FILLE;2005;8.0
CASSANDRA;FILLE;2005;6.0
FLAVIE;FILLE;2005;6.0
GLADYS;FILLE;2005;6.0
INES;FILLE;2005;6.0
ROXANE;FILLE;2005;6.0
VALENTINE;FILLE;2005;6.0
NOAH;GARCON;2005;39.0
ROMAIN;GARCON;2005;27.0
EVAN;GARCON;2005;26.0
NOA;GARCON;2005;23.0
SIMON;GARCON;2005;22.0
MATTÉO;GARCON;2005;17.0
BASTIEN;GARCON;2005;15.0
DYLAN;GARCON;2005;15.0
BENJAMIN;GARCON;2005;14.0
MATHYS;GARCON;2005;12.0
WILLIAM;GARCON;2005;9.0
ALAN;GARCON;2005;8.0
KÉVIN;GARCON;2005;8.0
ARMAND;GARCON;2005;7.0
ILAN;GARCON;2005;6.0
NELSON;GARCON;2005;6.0
YACINE;GARCON;2005;6.0
MARION;FILLE;2004;15.0
LINA;FILLE;2004;10.0
DAPHNÉ;FILLE;2004;9.0
TIPHAINE;FILLE;2004;8.0
FLORA;FILLE;2004;7.0
LUDIVINE;FILLE;2004;7.0
VICTORIA;FILLE;2004;7.0
YASMINE;FILLE;2004;7.0
FLAVIE;FILLE;2004;6.0
TOM;GARCON;2004;43.0
ALEXIS;GARCON;2004;31.0
LUCAS;GARCON;2004;31.0
PIERRE;GARCON;2004;28.0
MATHIEU;GARCON;2004;20.0
VALENTIN;GARCON;2004;15.0
MATHYS;GARCON;2004;11.0
CHARLES;GARCON;2004;10.0
LORENZO;GARCON;2004;10.0
MATIS;GARCON;2004;8.0
ARNAUD;GARCON;2004;6.0
LÉA;FILLE;2003;32.0
SARAH;FILLE;2003;25.0
JADE;FILLE;2003;18.0
JEANNE;FILLE;2003;17.0
LUCIE;FILLE;2003;16.0
NOÉMIE;FILLE;2003;14.0
MAËLLE;FILLE;2003;12.0
LAURA;FILLE;2003;11.0
ANNA;FILLE;2003;8.0
CLÉMENTINE;FILLE;2003;7.0
LOUNA;FILLE;2003;7.0
ALIX;FILLE;2003;6.0
ORLANE;FILLE;2003;6.0
QUENTIN;GARCON;2003;34.0
TITOUAN;GARCON;2003;26.0
LOUIS;GARCON;2003;25.0
AXEL;GARCON;2003;23.0
SIMON;GARCON;2003;22.0
JULIEN;GARCON;2003;18.0
DYLAN;GARCON;2003;15.0
BENJAMIN;GARCON;2003;14.0
KILLIAN;GARCON;2003;13.0
MATÉO;GARCON;2003;12.0
GABIN;GARCON;2003;9.0
RYAN;GARCON;2003;7.0
EMMA;FILLE;2002;58.0
CHLOÉ;FILLE;2002;40.0
LAURA;FILLE;2002;27.0
JADE;FILLE;2002;23.0
CHARLOTTE;FILLE;2002;21.0
JUSTINE;FILLE;2002;21.0
MAËLLE;FILLE;2002;18.0
AGATHE;FILLE;2002;11.0
AMBRE;FILLE;2002;8.0
ANAËLLE;FILLE;2002;7.0
LAURYNE;FILLE;2002;7.0
LOU-ANN;FILLE;2002;7.0
VIOLETTE;FILLE;2002;7.0
CLAIRE;FILLE;2002;6.0
ELOÏSE;FILLE;2002;6.0
ENZO;GARCON;2002;46.0
JULIEN;GARCON;2002;29.0
VICTOR;GARCON;2002;26.0
SAMUEL;GARCON;2002;18.0
BASTIEN;GARCON;2002;14.0
JÉRÉMY;GARCON;2002;14.0
EMILIEN;GARCON;2002;9.0
MEHDI;GARCON;2002;9.0
DAVID;GARCON;2002;8.0
KEVIN;GARCON;2002;8.0
KYLIAN;GARCON;2002;8.0
THIBAULT;GARCON;2002;8.0
EWEN;GARCON;2002;7.0
CAMILLE;FILLE;2001;63.0
SARAH;FILLE;2001;46.0
OCÉANE;FILLE;2001;44.0
MARINE;FILLE;2001;41.0
JULIETTE;FILLE;2001;30.0
JEANNE;FILLE;2001;29.0
MAËVA;FILLE;2001;24.0
NOÉMIE;FILLE;2001;21.0
MARGOT;FILLE;2001;19.0
LISA;FILLE;2001;17.0
CARLA;FILLE;2001;12.0
ALIX;FILLE;2001;10.0
EUGÉNIE;FILLE;2001;9.0
BERTILLE;FILLE;2001;7.0
TIPHAINE;FILLE;2001;7.0
NOËMIE;FILLE;2001;6.0
CLÉMENT;GARCON;2001;61.0
BAPTISTE;GARCON;2001;47.0
ARTHUR;GARCON;2001;43.0
VALENTIN;GARCON;2001;42.0
GUILLAUME;GARCON;2001;22.0
MATTÉO;GARCON;2001;22.0
FRANÇOIS;GARCON;2001;19.0
MARTIN;GARCON;2001;18.0
AURÉLIEN;GARCON;2001;14.0
ARNAUD;GARCON;2001;13.0
FÉLIX;GARCON;2001;11.0
ARMAND;GARCON;2001;9.0
JEAN;GARCON;2001;9.0
JORDAN;GARCON;2001;8.0
RONAN;GARCON;2001;8.0
STEVEN;GARCON;2001;8.0
CHARLY;GARCON;2001;7.0
KYLLIAN;GARCON;2001;7.0
TEDDY;GARCON;2001;7.0
ELOUAN;GARCON;2001;6.0
GAËTAN;GARCON;2001;6.0
NINO;GARCON;2001;6.0
EMMA;FILLE;2019;48.0
JULIETTE;FILLE;2019;44.0
JEANNE;FILLE;2019;35.0
ROMANE;FILLE;2019;29.0
JOSÉPHINE;FILLE;2019;20.0
LINA;FILLE;2019;20.0
LÉNA;FILLE;2019;19.0
LUNA;FILLE;2019;16.0
LOUNA;FILLE;2019;14.0
LYA;FILLE;2019;14.0
CANDICE;FILLE;2019;11.0
CLARA;FILLE;2019;11.0
MONA;FILLE;2019;11.0
NOUR;FILLE;2019;11.0
LILA;FILLE;2019;10.0
ROZENN;FILLE;2019;9.0
GIULIA;FILLE;2019;8.0
LIAM;GARCON;2019;41.0
MARIUS;GARCON;2019;40.0
SACHA;GARCON;2019;40.0
VICTOR;GARCON;2019;34.0
AARON;GARCON;2019;27.0
NOLAN;GARCON;2019;19.0
THÉO;GARCON;2019;18.0
SAMUEL;GARCON;2019;17.0
TIMOTHÉE;GARCON;2019;17.0
EVAN;GARCON;2019;13.0
RAYAN;GARCON;2019;12.0
ARSÈNE;GARCON;2019;10.0
MILAN;GARCON;2019;10.0
ARMAND;GARCON;2019;9.0
ILYES;GARCON;2019;9.0
OCTAVE;GARCON;2019;9.0
SOHAN;GARCON;2019;8.0
SWAN;GARCON;2019;8.0
ILAN;GARCON;2019;7.0
ADRIEN;GARCON;2019;6.0
EUGÈNE;GARCON;2019;6.0
WASSIM;GARCON;2019;6.0
EMMA;FILLE;2018;46.0
LINA;FILLE;2018;19.0
EVA;FILLE;2018;18.0
YASMINE;FILLE;2018;14.0
GARANCE;FILLE;2018;12.0
CONSTANCE;FILLE;2018;11.0
AUGUSTINE;FILLE;2018;10.0
ANAÉ;FILLE;2018;8.0
LANA;FILLE;2018;8.0
MAËLINE;FILLE;2018;8.0
NOUR;FILLE;2018;8.0
VICTOIRE;FILLE;2018;8.0
ANDRÉA;FILLE;2018;7.0
ELISA;FILLE;2018;7.0
DAPHNÉ;FILLE;2018;6.0
GIULIA;FILLE;2018;6.0
YOUNA;FILLE;2018;6.0
MARIN;GARCON;2018;23.0
LOUISON;GARCON;2018;12.0
SAMUEL;GARCON;2018;12.0
LYAM;GARCON;2018;11.0
MARCUS;GARCON;2018;10.0
ANATOLE;GARCON;2018;8.0
LÉONARD;GARCON;2018;8.0
JAYDEN;GARCON;2018;7.0
YOUSSEF;GARCON;2018;7.0
MANON;FILLE;2017;39.0
ADÈLE;FILLE;2017;33.0
LINA;FILLE;2017;33.0
AGATHE;FILLE;2017;32.0
MARGAUX;FILLE;2017;18.0
CÉLESTE;FILLE;2017;16.0
OLIVIA;FILLE;2017;14.0
VICTOIRE;FILLE;2017;13.0
ROXANE;FILLE;2017;12.0
ANAËLLE;FILLE;2017;10.0
NOÉMIE;FILLE;2017;10.0
VALENTINE;FILLE;2017;9.0
AÏCHA;FILLE;2017;8.0
EMY;FILLE;2017;8.0
ALBANE;FILLE;2017;7.0
CALIE;FILLE;2017;7.0
JUDITH;FILLE;2017;7.0
MARILOU;FILLE;2017;7.0
CÉLIA;FILLE;2017;6.0
LÉANE;FILLE;2017;6.0
PRUNE;FILLE;2017;6.0
ARTHUR;GARCON;2017;57.0
LÉO;GARCON;2017;48.0
CLÉMENT;GARCON;2017;25.0
BASILE;GARCON;2017;22.0
NOÉ;GARCON;2017;21.0
RAYAN;GARCON;2017;12.0
LÉONARD;GARCON;2017;11.0
CHARLY;GARCON;2017;9.0
CORENTIN;GARCON;2017;9.0
ERNEST;GARCON;2017;9.0
ISMAËL;GARCON;2017;9.0
NAÏM;GARCON;2017;9.0
ILYES;GARCON;2017;8.0
LOUISON;GARCON;2017;8.0
QUENTIN;GARCON;2017;8.0
ALOÏS;GARCON;2017;7.0
ELIAS;GARCON;2017;7.0
JAYDEN;GARCON;2017;6.0
EMMA;FILLE;2016;47.0
ROSE;FILLE;2016;47.0
CAMILLE;FILLE;2016;39.0
LÉONIE;FILLE;2016;22.0
SOFIA;FILLE;2016;22.0
CLARA;FILLE;2016;20.0
CLÉMENCE;FILLE;2016;20.0
ALIX;FILLE;2016;19.0
ANAÏS;FILLE;2016;15.0
MARGOT;FILLE;2016;15.0
LILOU;FILLE;2016;13.0
THÉA;FILLE;2016;13.0
LISA;FILLE;2016;12.0
ROXANE;FILLE;2016;12.0
EMY;FILLE;2016;11.0
ANOUK;FILLE;2016;10.0
ÉLISE;FILLE;2016;10.0
AYA;FILLE;2016;9.0
LISE;FILLE;2016;9.0
OLYMPE;FILLE;2016;7.0
SUZIE;FILLE;2016;6.0
LOUIS;GARCON;2016;54.0
LÉO;GARCON;2016;50.0
MARTIN;GARCON;2016;36.0
AUGUSTIN;GARCON;2016;35.0
NOAH;GARCON;2016;32.0
TOM;GARCON;2016;32.0
ENZO;GARCON;2016;29.0
NINO;GARCON;2016;22.0
SOAN;GARCON;2016;13.0
THOMAS;GARCON;2016;11.0
AMAURY;GARCON;2016;10.0
LÉANDRE;GARCON;2016;10.0
MILAN;GARCON;2016;10.0
RAYAN;GARCON;2016;10.0
ARMEL;GARCON;2016;8.0
CHARLES;GARCON;2016;8.0
EDGAR;GARCON;2016;8.0
KAÏS;GARCON;2016;8.0
AUGUSTE;GARCON;2016;6.0
ERWAN;GARCON;2016;6.0
MAXIME;GARCON;2016;6.0
NATHANAËL;GARCON;2016;6.0
LOUISE;FILLE;2015;69.0
MANON;FILLE;2015;45.0
JADE;FILLE;2015;44.0
ROSE;FILLE;2015;42.0
MARGAUX;FILLE;2015;28.0
AMBRE;FILLE;2015;24.0
APOLLINE;FILLE;2015;20.0
LILY;FILLE;2015;18.0
MAYA;FILLE;2015;13.0
PAULINE;FILLE;2015;13.0
ELLIE;FILLE;2015;11.0
DAPHNÉ;FILLE;2015;10.0
HÉLOÏSE;FILLE;2015;10.0
LYA;FILLE;2015;10.0
BÉRÉNICE;FILLE;2015;9.0
